dataset_accession,matrix_file,platform,feature_id,gene_symbol_raw,gene_symbol,is_annotated_to_gene,duplicate_feature_count_for_gene,recommended_probe_collapse_rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,AKT2,AKT2,AKT2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,KRT7,KRT7,KRT7,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,BIRC5,BIRC5,BIRC5,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,Tbet,TBET,TBET,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,EPCAM,EPCAM,EPCAM,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,GPC3,GPC3,GPC3,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,MCL1,MCL1,MCL1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,FAM114A1,FAM114A1,FAM114A1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CD80,CD80,CD80,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,APH1B,APH1B,APH1B,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,IL6R,IL6R,IL6R,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,LAMA4,LAMA4,LAMA4,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,Jag1,JAG1,JAG1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,SMARCA4,SMARCA4,SMARCA4,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,MYCT1,MYCT1,MYCT1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,FGF10,FGF10,FGF10,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,KDM5B,KDM5B,KDM5B,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,LDHA,LDHA,LDHA,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,E2F1,E2F1,E2F1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,DLX3,DLX3,DLX3,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,FLJ10292,FLJ10292,FLJ10292,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,MAP3K1,MAP3K1,MAP3K1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,GranzymeA,GRANZYMEA,GRANZYMEA,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CRAT,CRAT,CRAT,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,DRAP1,DRAP1,DRAP1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,NAMPT,NAMPT,NAMPT,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,MMP2,MMP2,MMP2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,MAPK14,MAPK14,MAPK14,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CKMT1B,CKMT1B,CKMT1B,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CDK4,CDK4,CDK4,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PPP2R2A,PPP2R2A,PPP2R2A,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,KIF2C,KIF2C,KIF2C,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,TDP1,TDP1,TDP1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,FGFR3,FGFR3,FGFR3,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,MIS18A,MIS18A,MIS18A,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CD16a,CD16A,CD16A,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,LGALS7,LGALS7,LGALS7,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,OSM,OSM,OSM,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PFN2,PFN2,PFN2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CXCL9,CXCL9,CXCL9,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PFDN4,PFDN4,PFDN4,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CLDN7,CLDN7,CLDN7,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,ALDH1A1,ALDH1A1,ALDH1A1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,MEK1,MEK1,MEK1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,OX40,OX40,OX40,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PSIP1,PSIP1,PSIP1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,MCT1,MCT1,MCT1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,KRT17,KRT17,KRT17,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,HBEGF,HBEGF,HBEGF,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,MSLN,MSLN,MSLN,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,GADD45A,GADD45A,GADD45A,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,HLAA,HLAA,HLAA,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CCL21,CCL21,CCL21,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,NID2,NID2,NID2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,RET,RET,RET,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,KL,KL,KL,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,MYO1D,MYO1D,MYO1D,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CASP7,CASP7,CASP7,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,IGF1,IGF1,IGF1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,ANGPT2,ANGPT2,ANGPT2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,EPPK1,EPPK1,EPPK1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,WHSC1,WHSC1,WHSC1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,ALDH1A2,ALDH1A2,ALDH1A2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,ACTR3B,ACTR3B,ACTR3B,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PDGFRB,PDGFRB,PDGFRB,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,UBE2L6,UBE2L6,UBE2L6,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,HMGCS2,HMGCS2,HMGCS2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,SMARCA2,SMARCA2,SMARCA2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,TWIST1,TWIST1,TWIST1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,NAT1,NAT1,NAT1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,GRB2,GRB2,GRB2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PTGS1,PTGS1,PTGS1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CD69,CD69,CD69,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,MRPS35,MRPS35,MRPS35,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,IL4,IL4,IL4,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,DLL4,DLL4,DLL4,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CDKN1C,CDKN1C,CDKN1C,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PIAS3,PIAS3,PIAS3,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CDC25C,CDC25C,CDC25C,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CD79b,CD79B,CD79B,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,GCLM,GCLM,GCLM,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,KIAA1102,KIAA1102,KIAA1102,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,AHNAK2,AHNAK2,AHNAK2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,LAMP3,LAMP3,LAMP3,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,SPINT1,SPINT1,SPINT1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,SRC3,SRC3,SRC3,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,VEGFB,VEGFB,VEGFB,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CDKN2C,CDKN2C,CDKN2C,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,FAM174A,FAM174A,FAM174A,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,KCNE3,KCNE3,KCNE3,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,p73,P73,P73,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,UBE2T,UBE2T,UBE2T,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,ABCA8,ABCA8,ABCA8,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CD24,CD24,CD24,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,SFRP4,SFRP4,SFRP4,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,GSK3A,GSK3A,GSK3A,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,KRT5,KRT5,KRT5,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,MAPK10,MAPK10,MAPK10,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CAV1,CAV1,CAV1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CGI141,CGI141,CGI141,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,OPTN,OPTN,OPTN,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,BRAF,BRAF,BRAF,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PSD3,PSD3,PSD3,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CAV2,CAV2,CAV2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CHK2,CHK2,CHK2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CDCP1,CDCP1,CDCP1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,FASN,FASN,FASN,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,NFKB2,NFKB2,NFKB2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,NRAS,NRAS,NRAS,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,KRT16,KRT16,KRT16,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,SORL1,SORL1,SORL1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,EREG,EREG,EREG,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,BCLXL,BCLXL,BCLXL,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,SERPINB13,SERPINB13,SERPINB13,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,SCUBE2,SCUBE2,SCUBE2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CTSL2,CTSL2,CTSL2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,MAD2L1,MAD2L1,MAD2L1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,RAPTOR,RAPTOR,RAPTOR,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,LYN,LYN,LYN,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PALM2AKAP2,PALM2AKAP2,PALM2AKAP2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,GLUL,GLUL,GLUL,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,TWIST2,TWIST2,TWIST2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,SURB7,SURB7,SURB7,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,MTHFD1L,MTHFD1L,MTHFD1L,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,BTG3,BTG3,BTG3,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,UBE2C,UBE2C,UBE2C,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PRKACA,PRKACA,PRKACA,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,STK38L,STK38L,STK38L,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,FOXO4,FOXO4,FOXO4,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CXCL17,CXCL17,CXCL17,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,STAT5B,STAT5B,STAT5B,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,BDCA2,BDCA2,BDCA2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,GLS1(GACselective)-2,"","",no,,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PIP,PIP,PIP,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,ICAM1,ICAM1,ICAM1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,IFIT1,IFIT1,IFIT1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CASP9,CASP9,CASP9,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CHMP4C,CHMP4C,CHMP4C,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CD73,CD73,CD73,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,GAB1,GAB1,GAB1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,APLN,APLN,APLN,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,XBP1,XBP1,XBP1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PROS1,PROS1,PROS1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,HIF1A,HIF1A,HIF1A,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PP2A,PP2A,PP2A,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,FGFR4,FGFR4,FGFR4,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,p38MAPK,P38MAPK,P38MAPK,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CCNG2,CCNG2,CCNG2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,MLL3,MLL3,MLL3,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,FGFR1,FGFR1,FGFR1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PSMD12,PSMD12,PSMD12,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,HLAH,HLAH,HLAH,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,HLAB,HLAB,HLAB,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,IL7R,IL7R,IL7R,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PIK3CA,PIK3CA,PIK3CA,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,KREMEN2,KREMEN2,KREMEN2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PYCARD,PYCARD,PYCARD,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,RBM35B,RBM35B,RBM35B,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,VIM,VIM,VIM,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,TNFRSF10B,TNFRSF10B,TNFRSF10B,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,AR,AR,AR,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,RASIP1,RASIP1,RASIP1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PAK6,PAK6,PAK6,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,IL1b,IL1B,IL1B,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,ETS1,ETS1,ETS1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,FOXA1,FOXA1,FOXA1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,GOLPH2,GOLPH2,GOLPH2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CD44,CD44,CD44,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,TMEM45B,TMEM45B,TMEM45B,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CD86,CD86,CD86,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,BRCA1,BRCA1,BRCA1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CDK6,CDK6,CDK6,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,MPZL2,MPZL2,MPZL2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CCL5,CCL5,CCL5,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CD34,CD34,CD34,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,KIFC1,KIFC1,KIFC1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PDPK1,PDPK1,PDPK1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,TGFB1,TGFB1,TGFB1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
